customer_id,product_id,purchase_amount
C6572,P1483,35.72
C6572,P3338,68.54
C6572,P6255,47.53
C6572,P7109,101.22
C6572,P8440,73.4
C6573,P11371,15.23
C6573,P1427,68.62
C6573,P16974,1.38
C6573,P3302,78.28
C6573,P3370,62.12
C6573,P3386,26.95
C6573,P8847,43.56
C6574,P10688,89.38
C6574,P13147,45.05
C6574,P13883,42.83
C6574,P14189,80.05
C6574,P15709,91.6
C6574,P16526,23.93
C6574,P3752,64.41
C6574,P4861,78.32
C6574,P5295,10.61
C6574,P6030,87.12
C6574,P6490,25.83
C6574,P7788,11.46
C6574,P8731,61.13
C6574,P9795,29.01
C6575,P1081,21.62
C6575,P12699,90.83
C6575,P14277,86.71
C6575,P14318,41.71
C6575,P3310,49.63
C6576,P10543,57.75
C6576,P14794,70.05
C6576,P1561,24.31
C6576,P15661,8.9
C6576,P1838,67.64
C6576,P3950,8.48
C6576,P401,90.71
C6576,P6598,100.91
C6576,P7959,46.67
C6577,P10058,38.82
C6577,P11655,29.43
C6577,P11850,80.66
C6577,P3780,48.0
C6577,P4903,36.31
C6577,P7103,100.71
C6577,P7159,51.04
C6577,P8399,85.38
C6577,P8645,35.41
C6577,P9037,8.95
C6578,P1277,76.99
C6578,P1877,49.05
C6578,P3403,48.05
C6578,P6195,60.48
C6578,P8015,33.04
C6578,P8279,60.67
C6578,P8376,31.68
C6579,P13547,86.38
C6579,P16085,28.8
C6579,P4223,59.56
C6579,P6477,36.66
C6579,P7037,46.82
C6579,P92,101.39
C658,P10132,1.98
C658,P10635,51.19
C658,P10869,46.54
C658,P12887,65.77
C658,P14670,89.26
C658,P15114,56.2
C658,P16462,86.57
C658,P16747,60.41
C658,P1991,12.12
C658,P4537,6.85
C658,P5046,2.71
C658,P607,5.28
C658,P6096,64.36
C658,P6800,40.7
C658,P7698,31.8
C658,P8450,42.83
C6580,P10557,82.71
C6580,P11815,85.81
C6580,P12939,20.58
C6580,P13403,7.91
C6580,P13798,10.04
C6580,P14298,75.16
C6580,P15026,21.44
C6580,P16745,55.24
C6580,P2413,45.47
C6580,P3282,56.15
C6580,P4475,97.86
C6580,P517,96.82
C6580,P5902,14.59
C6580,P6681,66.9
C6580,P8352,74.48
C6580,P9390,91.6
C6581,P12132,46.98
C6581,P13920,9.59
C6582,P10018,45.69
C6582,P11805,49.67
C6582,P1267,74.42
C6582,P13637,75.32
C6582,P14737,94.47
C6582,P16338,22.95
C6582,P2139,15.39
C6582,P2824,4.84
C6582,P3037,74.25
C6583,P13369,56.39
C6583,P15229,84.99
C6583,P1684,77.75
C6583,P4055,36.04
C6583,P7357,50.3
C6583,P7559,11.27
C6583,P7563,26.73
C6583,P76,77.0
C6583,P9153,24.47
C6583,P9671,72.92
C6584,P1079,68.63
C6584,P11877,57.08
C6584,P12321,98.5
C6584,P13245,48.0
C6584,P15975,67.84
C6584,P1635,32.73
C6584,P4514,49.45
C6584,P5982,74.5
C6584,P635,91.73
C6584,P6733,66.83
C6585,P1170,47.18
C6585,P1452,37.89
C6585,P14629,17.12
C6585,P2661,13.4
C6585,P3989,59.95
C6585,P5365,97.35
C6585,P7102,31.84
C6586,P10531,44.2
C6586,P11426,48.54
C6586,P13629,86.39
C6586,P14256,66.23
C6586,P1509,86.14
C6586,P3261,1.6
C6586,P849,41.08
C6587,P12826,29.26
C6587,P16105,38.75
C6587,P2956,43.15
C6587,P3860,53.54
C6587,P5261,88.12
C6587,P7269,34.99
C6587,P869,25.43
C6587,P897,95.59
C6587,P966,26.72
C6587,P9853,73.91
C6588,P10022,95.52
C6588,P13169,30.41
C6588,P16252,43.29
C6588,P16791,27.78
C6588,P2066,42.45
C6588,P308,13.84
C6588,P8701,66.51
C6588,P944,26.41
C6589,P11133,96.92
C6589,P11760,61.18
C6589,P11814,69.14
C6589,P14482,78.67
C6589,P16198,82.85
C6589,P16691,59.84
C6589,P4952,65.98
C6589,P9056,51.98
C659,P1070,38.97
C659,P10989,87.77
C659,P12560,8.03
C659,P12889,20.28
C659,P14498,67.46
C659,P16142,69.13
C659,P1757,60.61
C659,P2975,4.6
C659,P3006,30.29
C659,P3064,85.03
C659,P5724,13.64
C659,P722,43.19
C659,P801,38.39
C6590,P10799,36.33
C6590,P11271,24.42
C6590,P14127,3.19
C6590,P142,14.7
C6590,P14442,26.98
C6590,P15325,53.31
C6590,P2004,42.01
C6590,P2958,40.43
C6590,P3068,18.08
C6590,P5588,70.92
C6590,P7231,11.25
C6590,P768,1.47
C6590,P7895,54.32
C6590,P9809,2.86
C6591,P10060,30.79
C6591,P12473,48.44
C6591,P16707,56.55
C6591,P3432,45.21
C6591,P4196,85.82
C6591,P4567,29.53
C6592,P10585,60.31
C6592,P14172,33.71
C6592,P14984,35.56
C6592,P15628,9.81
C6592,P2929,88.89
C6592,P3523,37.06
C6592,P3650,82.99
C6592,P710,58.91
C6592,P8341,68.36
C6593,P10552,45.67
C6593,P10889,39.99
C6593,P1121,54.43
C6593,P14875,2.57
C6593,P15391,64.67
C6593,P3649,28.33
C6593,P5144,76.93
C6593,P5214,7.8
C6593,P6705,81.8
C6593,P7132,9.6
C6593,P7376,19.34
C6593,P988,96.99
C6594,P11190,100.73
C6594,P12581,78.98
C6594,P15362,87.0
C6594,P15489,96.56
C6594,P16932,36.26
C6594,P187,58.54
C6594,P3629,55.07
C6594,P5225,78.94
C6594,P6052,97.13
C6595,P10847,19.56
C6595,P12355,51.94
C6595,P16111,25.79
C6595,P16263,80.58
C6595,P1987,48.26
C6595,P2151,50.85
C6595,P4241,66.83
C6595,P4757,35.98
C6596,P11134,48.67
C6596,P11674,49.58
C6596,P12103,50.72
C6596,P15529,45.85
C6596,P2994,93.67
C6596,P4102,25.49
C6596,P4833,46.86
C6596,P8447,77.71
C6596,P9196,17.89
C6596,P9315,97.27
C6597,P10851,98.46
C6597,P13200,82.83
C6597,P13232,10.36
C6597,P1399,48.72
C6597,P14959,60.2
C6597,P16189,57.98
C6597,P16269,96.3
C6597,P16372,68.98
C6597,P3307,29.22
C6597,P3502,33.36
C6597,P5676,11.59
C6597,P6501,94.22
C6597,P9617,78.64
C6598,P10642,24.6
C6598,P12746,49.8
C6598,P14112,37.4
C6598,P15939,53.1
C6598,P16498,80.31
C6598,P16768,41.75
C6598,P3437,68.47
C6598,P4896,50.57
C6598,P5403,44.4
C6598,P588,88.41
C6598,P7454,35.15
C6598,P7591,7.83
C6598,P8004,52.29
C6598,P8152,28.0
C6599,P12418,92.22
C6599,P12912,40.0
C6599,P14009,24.63
C6599,P15366,77.92
C6599,P15887,98.84
C6599,P16010,34.79
C6599,P2884,96.79
C6599,P3767,55.25
C6599,P9123,73.05
C6599,P9666,70.22
C66,P11550,63.52
C66,P13931,33.53
C66,P4023,60.51
C66,P5380,27.82
C66,P6597,25.31
C66,P9674,12.61
C660,P10646,7.64
C660,P15002,67.73
C660,P16274,45.73
C660,P16499,71.67
C660,P1722,62.17
C660,P1874,15.22
C660,P4913,98.32
C660,P6308,26.93
C660,P7647,96.28
C660,P7977,48.98
C6600,P10756,78.02
C6600,P12964,87.46
C6600,P13296,4.5600000000000005
C6600,P15932,59.82
C6600,P3794,12.31
C6600,P3825,32.33
C6600,P5326,76.93
C6600,P6339,20.61
C6601,P12707,35.24
C6601,P2821,46.54
C6601,P3109,30.11
C6601,P4003,37.34
C6601,P4412,31.9
C6601,P6196,7.63
C6601,P7040,3.53
C6601,P7087,41.17
C6601,P754,99.68
C6602,P10303,3.11
C6602,P14623,6.19
C6602,P16954,82.78
C6602,P3227,86.85
C6602,P7038,101.77
C6602,P7057,6.2
C6602,P7059,35.5
C6602,P7183,101.37
C6603,P10814,94.06
C6603,P16947,91.08
C6603,P2444,59.85
C6603,P7366,19.08
C6604,P1409,59.72
C6604,P16152,94.04
C6604,P2123,37.46
C6604,P2136,88.24
C6604,P648,36.68
C6604,P7071,15.4
C6604,P7147,41.17
C6604,P7996,75.36
C6604,P8133,25.63
C6604,P9395,12.49
C6605,P10145,20.26
C6605,P10479,4.89
C6605,P11989,62.82
C6605,P15778,4.74
C6605,P16569,49.74
C6605,P3709,31.81
C6605,P6044,83.46
C6605,P8874,43.23
C6606,P15054,63.56
C6606,P15063,32.6
C6606,P15473,73.62
C6606,P1713,50.41
C6606,P176,43.23
C6606,P2116,66.3
C6606,P3143,94.22
C6606,P3261,11.65
C6606,P330,26.93
C6606,P3472,43.8
C6606,P4774,38.76
C6606,P7201,52.11
C6607,P10229,59.44
C6607,P1117,7.16
C6607,P12034,1.08
C6607,P14544,75.78
C6607,P16451,28.86
C6607,P3489,78.27
C6607,P3731,80.21
C6607,P3977,81.42
C6607,P4514,13.64
C6607,P66,88.04
C6607,P7388,2.03
C6607,P9381,53.3
C6608,P11183,12.49
C6608,P13489,59.02
C6608,P1888,22.9
C6608,P5381,62.4
C6608,P6530,67.75
C6608,P7995,20.97
C6608,P9205,97.92
C6608,P9560,53.15
C6609,P1004,24.14
C6609,P10117,41.21
C6609,P10563,78.6
C6609,P13714,83.0
C6609,P3092,99.67
C6609,P6874,34.8
C6609,P7297,66.04
C6609,P8264,76.75
C6609,P8863,36.09
C661,P13290,13.23
C661,P2397,28.09
C661,P2939,82.79
C661,P4454,100.68
C661,P4588,90.15
C661,P684,40.23
C661,P8531,9.88
C661,P8692,80.94
C6610,P10274,78.94
C6610,P13677,31.43
C6610,P15120,92.56
C6610,P1943,46.17
C6610,P2443,22.55
C6610,P305,36.2
C6610,P3776,92.28
C6610,P4397,58.96
C6610,P5498,41.76
C6610,P6009,58.51
C6610,P6413,8.78
C6610,P7560,24.63
C6610,P7865,68.06
C6611,P2255,4.61
C6611,P7570,16.81
C6611,P901,64.25
C6612,P11519,21.65
C6612,P11759,27.25
C6612,P11880,77.42
C6612,P1384,82.38
C6612,P14744,93.67
C6612,P14774,73.04
C6612,P14848,91.0
C6612,P15199,95.69
C6612,P15609,43.84
C6612,P15882,62.3
C6612,P2312,25.67
C6612,P3583,25.36
C6612,P5823,23.87
C6612,P7219,67.82
C6613,P10316,4.51
C6613,P11214,15.37
C6613,P13142,65.94
C6613,P14445,18.53
C6613,P14738,74.18
C6613,P15345,34.49
C6613,P1839,61.31
C6613,P2171,19.84
C6613,P4493,56.76
C6613,P5245,64.86
C6613,P606,20.05
C6613,P6849,29.39
C6614,P11833,17.9
C6614,P12527,2.05
C6614,P13012,84.65
C6614,P14317,93.3
C6614,P15791,45.16
C6614,P16921,35.46
C6614,P2162,80.7
C6614,P7099,52.57
C6614,P7142,95.49
C6614,P8298,21.23
C6614,P9033,83.09
C6615,P10505,37.64
C6615,P14209,37.94
C6615,P15037,96.54
C6615,P15254,26.85
C6615,P15298,11.06
C6615,P15417,31.03
C6615,P15667,60.27
C6615,P15744,59.61
C6615,P4507,19.18
C6615,P5400,61.15
C6615,P5412,60.45
C6615,P5433,36.35
C6615,P5576,36.08
C6615,P6562,10.74
C6615,P7744,28.4
C6615,P8405,93.26
C6615,P8725,36.8
C6616,P10749,11.63
C6616,P13409,18.55
C6616,P1596,20.73
C6616,P201,13.02
C6616,P4259,25.5
C6616,P8378,67.14
C6616,P9303,16.85
C6617,P12128,33.21
C6617,P12996,26.49
C6617,P13791,100.42
C6617,P14472,24.65
C6617,P4022,31.79
C6617,P4036,80.82
C6617,P4771,41.77
C6617,P4915,57.33
C6617,P8302,1.79
C6618,P10415,78.96
C6618,P1060,56.96
C6618,P12617,70.71
C6618,P1596,33.86
C6618,P4319,49.27
C6618,P5266,75.98
C6618,P6054,40.78
C6618,P670,58.34
C6619,P10384,6.98
C6619,P11481,11.88
C6619,P11622,51.74
C6619,P11676,54.15
C6619,P1355,96.97
C6619,P15853,13.51
C6619,P16075,71.58
C6619,P1879,47.75
C6619,P3431,69.5
C6619,P3505,12.08
C6619,P5878,36.16
C6619,P7596,31.73
C6619,P9601,90.92
C662,P1101,101.47
C662,P11606,4.19
C662,P1549,74.27
C662,P15955,75.47
C662,P2947,62.93
C662,P3460,7.72
C662,P4656,89.79
C662,P5943,100.17
C662,P7269,22.7
C662,P760,79.17
C662,P9164,29.82
C6620,P1046,31.42
C6620,P10965,27.28
C6620,P1112,97.8
C6620,P13309,52.38
C6620,P14371,73.97
C6620,P14876,61.19
C6620,P16023,33.47
C6620,P16342,23.4
C6620,P5976,24.43
C6620,P7051,100.61
C6620,P8658,3.74
C6621,P12585,62.77
C6621,P14528,17.78
C6621,P16710,41.83
C6621,P256,92.35
C6621,P3528,42.84
C6621,P5289,12.29
C6621,P8543,101.05
C6621,P9444,29.58
C6622,P12024,41.99
C6622,P12107,78.99
C6622,P12489,35.07
C6622,P12877,70.54
C6622,P14219,65.69
C6622,P14808,19.65
C6622,P2221,72.0
C6622,P4417,44.15
C6622,P7354,55.56
C6622,P8327,54.2
C6622,P8363,93.94
C6623,P10520,68.81
C6623,P11576,86.85
C6623,P12760,41.45
C6623,P14801,18.48
C6623,P15937,68.67
C6623,P16176,92.22
C6623,P189,21.27
C6623,P382,24.56
C6623,P400,60.39
C6623,P4188,29.27
C6623,P5735,16.59
C6623,P6384,88.39
C6623,P7578,39.31
C6624,P10793,50.4
C6624,P11777,17.65
C6624,P13352,89.47
C6624,P14658,72.13
C6624,P15280,76.43
C6624,P1856,30.96
C6624,P2206,82.37
C6624,P38,31.77
C6624,P4966,33.44
C6624,P6385,48.42
C6624,P7461,13.55
C6624,P8127,9.64
C6624,P9803,87.43
C6625,P10217,74.63
C6625,P11009,68.91
C6625,P11729,9.95
C6625,P14593,31.53
C6625,P177,43.52
C6625,P3017,4.45
C6625,P4709,64.17
C6625,P6128,86.87
C6625,P7242,79.26
C6625,P7599,19.38
C6625,P7720,15.05
C6625,P8604,31.5
C6625,P8905,22.05
C6626,P10771,40.64
C6626,P1138,67.17
C6626,P12274,59.81
C6626,P152,16.32
C6626,P4601,91.68
C6626,P8027,56.65
C6626,P8878,43.27
C6627,P10461,35.31
C6627,P14153,30.62
C6627,P14342,99.03
C6627,P14389,33.01
C6627,P15275,89.03
C6627,P1985,72.55
C6627,P2426,33.4
C6627,P4329,17.91
C6627,P639,65.74
C6627,P8170,41.83
C6628,P12336,42.13
C6628,P13599,73.31
C6628,P13692,14.81
C6628,P15322,67.64
C6628,P16385,88.73
C6628,P2504,88.7
C6628,P3143,36.42
C6628,P603,6.14
C6628,P941,79.74
C6628,P9556,23.48
C6628,P9798,94.52
C6629,P10384,19.73
C6629,P12601,83.46
C6629,P12781,30.35
C6629,P13421,99.26
C6629,P13596,1.86
C6629,P15264,72.5
C6629,P15419,3.0
C6629,P3068,31.56
C6629,P3092,33.01
C6629,P928,61.73
C663,P10911,20.93
C663,P10960,70.13
C663,P11217,38.7
C663,P12872,79.84
C663,P13073,65.44
C663,P1321,26.26
C663,P14800,54.67
C663,P15612,27.06
C663,P16498,59.09
C663,P2562,101.96
C663,P2838,34.54
C663,P8905,75.97
C6630,P1182,27.27
C6630,P13147,53.68
C6630,P13780,19.92
C6630,P1718,16.42
C6630,P2941,2.76
C6630,P4723,66.61
C6630,P5811,17.33
C6630,P6908,32.56
C6631,P1016,87.69
C6631,P10959,11.7
C6631,P13869,48.84
C6631,P1483,70.12
C6631,P16791,92.44
C6631,P2208,2.05
C6631,P2283,88.5
C6631,P2770,53.48
C6631,P4368,77.37
C6631,P6764,72.0
C6632,P11763,5.19
C6632,P12973,14.89
C6632,P14393,69.42
C6632,P16109,84.04
C6632,P3316,40.79
C6632,P4701,40.18
C6632,P571,86.68
C6632,P5893,87.74
C6632,P9396,48.94
C6632,P956,29.98
C6632,P9952,10.31
C6632,P9961,35.58
C6633,P10059,94.51
C6633,P15465,96.46
C6633,P15914,62.59
C6633,P3666,67.55
C6633,P408,50.48
C6633,P4724,19.88
C6633,P6116,69.56
C6633,P9434,3.56
C6633,P984,58.18
C6634,P1268,34.52
C6634,P1460,73.26
C6634,P14966,41.81
C6634,P16399,11.92
C6634,P1726,24.42
C6634,P3038,1.97
C6634,P4384,68.18
C6634,P4957,22.22
C6634,P8581,84.93
C6634,P8995,64.9
C6635,P11869,75.23
C6635,P13498,67.66
C6635,P14251,48.18
C6635,P14927,41.37
C6635,P15926,54.95
C6635,P16684,5.49
C6635,P7371,20.95
C6635,P9605,5.38
C6636,P12258,65.0
C6636,P12575,78.55
C6636,P15138,34.97
C6636,P16765,43.62
C6636,P2690,60.1
C6636,P3729,58.48
C6636,P3943,35.31
C6636,P44,75.79
C6636,P5524,91.25
C6636,P6360,68.02
C6636,P6489,6.35
C6636,P7314,5.74
C6636,P961,99.72
C6637,P10256,101.27
C6637,P10315,68.84
C6637,P14159,62.56
C6637,P1836,42.19
C6637,P2928,40.33
C6637,P3871,78.22
C6637,P4563,72.76
C6637,P6170,48.2
C6637,P6900,95.71
C6637,P7876,16.52
C6638,P15150,9.87
C6638,P16545,92.52
C6638,P274,65.86
C6638,P3735,30.71
C6638,P467,62.89
C6638,P5891,77.54
C6638,P7537,41.39
C6639,P10448,5.31
C6639,P14895,61.34
C6639,P15122,19.09
C6639,P3589,61.4
C6639,P4849,70.67
C6639,P6079,8.85
C6639,P7555,14.95
C664,P10070,40.5
C664,P10616,40.92
C664,P12373,100.6
C664,P1363,70.04
C664,P13856,54.11
C664,P13989,87.97
C664,P15365,86.96
C664,P16827,95.68
C664,P530,91.04
C664,P7100,23.57
C664,P7712,18.34
C6640,P10010,82.25
C6640,P13675,29.16
C6640,P14452,42.86
C6640,P16,76.62
C6640,P7253,93.63
C6640,P8514,37.57
C6641,P11965,4.14
C6641,P14061,9.72
C6641,P16030,34.57
C6641,P16151,81.6
C6641,P16820,50.75
C6641,P3016,15.1
C6641,P4523,100.14
C6641,P5069,52.57
C6641,P5593,70.6
C6641,P5752,11.02
C6641,P6558,6.03
C6641,P7201,45.71
C6641,P7669,98.22
C6642,P10227,29.25
C6642,P1084,78.47
C6642,P1119,54.77
C6642,P14184,70.67
C6642,P15183,69.88
C6642,P362,54.02
C6642,P4762,4.91
C6642,P5030,40.46
C6643,P11291,24.24
C6643,P6916,101.3
C6643,P6924,82.31
C6643,P8806,5.36
C6643,P9276,71.13
C6643,P9646,19.32
C6644,P11222,35.61
C6644,P12536,65.09
C6644,P7752,20.77
C6644,P9299,42.83
C6644,P9515,22.21
C6645,P11474,27.24
C6645,P13842,67.61
C6645,P14100,82.23
C6645,P1854,40.99
C6645,P3041,98.09
C6645,P3493,3.71
C6645,P5363,100.09
C6645,P5426,61.72
C6645,P5588,16.27
C6645,P636,74.94
C6645,P7722,19.97
C6645,P9898,12.78
C6645,P9910,64.9
C6646,P10087,72.5
C6646,P11823,55.84
C6646,P11849,7.57
C6646,P12261,44.69
C6646,P13682,68.39
C6646,P14645,8.17
C6646,P16261,62.36
C6646,P2297,3.87
C6646,P3557,67.01
C6646,P5222,86.66
C6646,P6405,56.91
C6646,P7289,77.25
C6646,P8526,48.63
C6646,P9179,71.7
C6646,P9634,54.51
C6647,P10615,66.21
C6647,P10906,77.92
C6647,P11386,23.26
C6647,P12892,90.12
C6647,P15255,25.51
C6647,P15866,19.76
C6647,P265,15.26
C6647,P3509,30.3
C6647,P37,75.17
C6647,P3964,2.91
C6647,P593,2.0
C6647,P6836,56.59
C6647,P7388,5.97
C6647,P7872,89.32
C6647,P8782,91.25
C6647,P9070,52.61
C6648,P11624,18.88
C6648,P14599,2.79
C6648,P15527,8.92
C6648,P15803,76.91
C6648,P2892,70.48
C6648,P3783,26.56
C6648,P3806,91.03
C6648,P5148,2.06
C6648,P5395,14.25
C6648,P6065,86.95
C6648,P6364,72.94
C6648,P9432,16.54
C6649,P11157,32.95
C6649,P12832,75.19
C6649,P147,69.37
C6649,P1952,18.98
C6649,P2621,93.77
C6649,P5709,77.21
C6649,P8962,86.06
C6649,P9232,47.26
C6649,P9591,34.19
C6649,P961,75.31
C6649,P9975,64.31
C665,P1111,57.93
C665,P12160,95.21
C665,P12805,62.63
C665,P12869,62.11
C665,P1779,56.57
C665,P2554,10.13
C665,P5087,27.74
C665,P5909,9.88
C665,P6500,60.53
C665,P7768,59.3
C6650,P15688,12.04
C6650,P15995,4.05
C6650,P2482,26.26
C6650,P2526,87.67
C6650,P2547,39.52
C6650,P3840,45.33
C6650,P4071,2.09
C6650,P4720,56.26
C6650,P4947,70.96
C6650,P6597,21.72
C6650,P8851,4.47
C6651,P12136,21.3
C6651,P14814,55.71
C6651,P3562,30.91
C6651,P4658,13.8
C6651,P5347,3.98
C6651,P559,41.81
C6651,P6605,92.67
C6651,P6898,13.5
C6651,P7048,101.76
C6651,P7496,41.64
C6652,P11853,56.28
C6652,P12164,33.36
C6652,P12324,61.04
C6652,P13091,81.55
C6652,P14028,82.81
C6652,P14349,72.63
C6652,P14353,50.09
C6652,P3753,91.33
C6652,P4097,57.96
C6652,P5206,24.71
C6652,P6602,52.99
C6652,P9714,49.98
C6653,P10798,76.01
C6653,P10923,44.97
C6653,P11812,96.39
C6653,P13653,54.98
C6653,P15162,87.24
C6653,P2085,72.43
C6653,P3579,12.31
C6653,P4043,33.56
C6653,P6258,74.8
C6653,P9728,97.71
C6654,P10417,46.1
C6654,P15760,51.33
C6654,P16178,27.55
C6654,P2086,101.9
C6654,P2592,5.66
C6654,P3574,81.16
C6654,P6416,17.42
C6654,P6421,93.79
C6654,P6966,51.87
C6654,P8025,49.18
C6655,P1337,23.52
C6655,P13898,57.94
C6655,P1524,101.41
C6655,P16521,55.73
C6655,P16809,98.45
C6655,P6019,68.66
C6656,P10224,49.13
C6656,P1371,24.18
C6656,P14065,73.14
C6656,P14123,75.99
C6656,P15961,6.09
C6656,P16526,29.75
C6656,P1805,101.23
C6656,P2717,78.7
C6656,P4665,39.27
C6656,P6881,38.03
C6656,P7800,7.58
C6656,P8706,22.84
C6657,P1054,71.44
C6657,P12159,51.11
C6657,P13704,94.69
C6657,P1375,56.37
C6657,P14154,78.04
C6657,P16150,50.02
C6657,P3817,34.13
C6657,P4662,21.35
C6657,P5569,1.64
C6657,P5894,6.17
C6657,P6150,62.61
C6658,P15202,97.91
C6658,P15542,9.14
C6658,P2621,75.05
C6658,P6348,92.26
C6658,P6852,9.13
C6658,P9496,1.61
C6659,P11963,83.0
C6659,P12034,53.57
C6659,P12187,56.05
C6659,P14009,34.98
C6659,P1504,46.97
C6659,P15597,56.89
C6659,P15630,46.26
C6659,P246,76.71
C6659,P7062,29.77
C6659,P90,64.41
C666,P11999,36.51
C666,P13146,59.3
C666,P15415,74.53
C666,P16536,21.21
C666,P2304,22.27
C666,P4530,19.53
C666,P7821,8.28
C666,P8718,90.69
C666,P999,80.56
C6660,P10091,92.33
C6660,P10345,21.92
C6660,P12015,80.05
C6660,P1207,49.28
C6660,P12152,14.68
C6660,P15537,87.28
C6660,P299,5.11
C6660,P6944,55.63
C6661,P12063,48.98
C6661,P12777,50.69
C6661,P14088,7.23
C6661,P14959,31.57
C6661,P3824,41.96
C6661,P4327,87.39
C6661,P5479,38.18
C6661,P7068,73.89
C6661,P7275,77.15
C6661,P8375,11.83
C6661,P862,30.9
C6661,P8871,33.73
C6662,P10216,53.36
C6662,P10543,15.06
C6662,P11357,41.85
C6662,P13269,27.66
C6662,P14685,22.23
C6662,P15043,61.21
C6662,P16458,59.51
C6662,P3260,87.87
C6662,P3542,72.35
C6662,P5561,33.86
C6662,P5964,97.84
C6662,P6596,39.55
C6662,P7702,34.78
C6662,P9677,84.74
C6663,P10139,50.55
C6663,P12745,28.26
C6663,P14427,11.1
C6663,P14833,92.45
C6663,P4280,71.3
C6663,P9827,66.01
C6664,P10800,94.58
C6664,P10853,41.8
C6664,P11284,83.45
C6664,P11938,44.9
C6664,P12658,40.77
C6664,P16318,83.38
C6664,P2669,14.68
C6664,P3050,21.48
C6664,P4517,81.34
C6664,P4789,80.21
C6664,P5448,29.04
C6664,P832,32.87
C6664,P9195,77.12
C6665,P10057,66.45
C6665,P12580,7.2
C6665,P14654,65.89
C6665,P14721,68.7
C6665,P16997,11.42
C6665,P4553,54.74
C6665,P7466,59.98
C6665,P8045,1.44
C6665,P9476,68.68
C6666,P10670,76.84
C6666,P12464,12.72
C6666,P16829,79.71
C6666,P3566,84.52
C6666,P3880,82.44
C6666,P4424,71.43
C6666,P6028,53.3
C6666,P697,95.35
C6667,P11072,86.39
C6667,P11205,66.99
C6667,P11966,3.63
C6667,P15000,77.59
C6667,P15950,34.56
C6667,P3199,56.1
C6667,P3829,83.43
C6667,P8055,12.13
C6667,P9032,48.63
C6667,P9199,96.67
C6668,P11936,26.48
C6668,P12489,93.15
C6668,P13662,97.53
C6668,P14042,61.42
C6668,P14558,67.5
C6668,P2163,48.36
C6668,P4939,98.46
C6668,P61,25.19
C6668,P6725,17.28
C6668,P7122,36.0
C6668,P7762,90.9
C6668,P9378,55.58
C6668,P943,16.14
C6669,P15033,46.87
C6669,P15637,71.87
C6669,P2457,33.6
C6669,P3151,56.97
C6669,P5647,31.57
C6669,P6658,84.31
C6669,P9919,94.02
C667,P10459,85.11
C667,P11322,18.22
C667,P15104,49.42
C667,P15114,93.46
C667,P1902,50.37
C667,P3087,56.89
C667,P3318,38.24
C667,P3688,40.02
C667,P4750,56.2
C667,P6712,2.85
C667,P7320,91.27
C667,P9983,51.59
C6670,P1197,32.98
C6670,P1199,82.51
C6670,P12806,69.38
C6670,P13445,21.17
C6670,P13482,37.23
C6670,P14779,25.66
C6670,P1615,2.03
C6670,P16621,91.75
C6670,P3978,40.44
C6670,P4165,50.31
C6670,P4493,23.15
C6670,P4932,43.9
C6670,P693,13.91
C6670,P7437,31.28
C6670,P7762,78.86
C6670,P8222,82.31
C6670,P922,2.23
C6671,P11418,9.11
C6671,P11443,35.93
C6671,P11628,59.79
C6671,P13005,87.11
C6671,P1532,34.61
C6671,P16864,36.7
C6671,P261,75.36
C6671,P4008,46.78
C6672,P11220,72.47
C6672,P13265,2.31
C6672,P13381,53.27
C6672,P13626,78.69
C6672,P14718,23.3
C6672,P16299,36.02
C6672,P16467,94.68
C6672,P1915,10.0
C6672,P2966,66.55
C6672,P446,7.54
C6672,P6915,26.17
C6672,P7012,56.14
C6672,P7437,40.89
C6672,P7792,91.09
C6672,P8755,48.67
C6672,P9222,59.03
C6672,P9435,4.48
C6673,P10469,79.71
C6673,P12015,53.43
C6673,P12136,79.37
C6673,P13982,44.92
C6673,P15537,56.65
C6673,P15562,44.41
C6673,P1666,82.79
C6673,P1903,89.87
C6673,P2491,26.87
C6673,P3113,56.2
C6673,P6003,35.97
C6673,P7558,24.96
C6674,P16549,62.63
C6674,P16826,5.5600000000000005
C6674,P1684,12.89
C6674,P4068,23.27
C6674,P5979,6.89
C6674,P63,48.12
C6674,P7669,50.65
C6675,P10054,95.63
C6675,P10723,32.56
C6675,P11051,101.27
C6675,P16986,95.74
C6675,P2223,21.41
C6675,P7942,89.05
C6675,P8214,45.95
C6675,P8264,12.79
C6676,P13813,69.07
C6676,P14454,42.55
C6676,P16250,4.85
C6676,P16501,62.85
C6676,P4302,22.35
C6676,P5300,24.31
C6676,P5406,83.6
C6676,P9706,87.11
C6677,P10154,58.73
C6677,P12890,58.14
C6677,P13169,60.85
C6677,P13915,45.81
C6677,P1498,18.93
C6677,P15654,6.8
C6677,P16263,38.56
C6677,P2109,5.79
C6677,P5515,47.6
C6677,P711,36.74
C6677,P8279,66.89
C6678,P10572,35.94
C6678,P10606,40.66
C6678,P10719,10.41
C6678,P10990,15.08
C6678,P14653,87.21
C6678,P15101,98.98
C6678,P15596,60.67
C6678,P16509,32.71
C6678,P2247,6.08
C6678,P2739,46.9
C6678,P4280,4.77
C6678,P4517,46.61
C6678,P7597,101.92
C6679,P11078,11.13
C6679,P12163,29.11
C6679,P14412,73.43
C6679,P14989,30.48
C6679,P16515,30.37
C6679,P16674,9.44
C6679,P201,19.98
